DEPTH_LSF,UCAV,GR_RAB,GRMA,RHON,BPHI,TNPH,RES_BD,P16B,A40B,VSH,VCO
4.6052,8.926373666666667,47.987025,43.745779999999996,1.6219853333333334,64.07556666666667,64.2787,1.1562783333333333,1.1069813333333334,1.2799273333333332,,1563.6000000000001
4.6154,8.895315,48.22658,43.52139,1.6178590000000002,64.18995,64.27,1.227186,1.1078875,1.2784545,,1563.3000000000002
4.6459,8.864256333333334,48.70591,43.0724,1.6137326666666667,64.30433333333333,64.26129999999999,1.2980936666666667,1.1087936666666667,1.2769816666666667,,1563.0000000000002
4.6764,8.833197666666667,49.18598,42.62272,1.6096063333333333,64.41871666666667,64.2526,1.3690013333333333,1.1096998333333334,1.2755088333333333,,1562.7
4.7068,8.802139,49.66502,42.17454,1.60548,64.5331,64.2439,1.439909,1.110606,1.274036,,1562.4
4.7373,8.818655,49.9707,42.22331,1.600798,64.82913333333333,64.54763333333332,1.3990665,1.1098558333333333,1.27963,,1562.1000000000001
4.7576,8.835171,50.12347,42.247685000000004,1.596116,65.12516666666667,64.85136666666666,1.358224,1.1091056666666665,1.285224,,1561.8000000000002
4.7678,8.851687,50.27624,42.27206,1.591434,65.4212,65.1551,1.3173815000000002,1.1083554999999998,1.290818,,1561.8000000000002
4.7983,8.868203,50.58192,42.32083,1.586752,65.71723333333333,65.45883333333333,1.276539,1.1076053333333333,1.2964120000000001,,1561.8000000000002
4.8288,8.884719,50.88807,42.36967,1.58207,66.01326666666667,65.76256666666666,1.2356965,1.1068551666666666,1.302006,,1561.8000000000002
4.8592,8.901235,51.19345,42.4181,1.577388,66.3093,66.0663,1.194854,1.106105,1.3076,,1561.8000000000002
